bn:00000001n	bn:00051758n	Hypernym
bn:00000002n	bn:00019319n	Instance hypernym
bn:00000003n	bn:00034676n	Hypernym
bn:00000004n	bn:00027078n	Hypernym
bn:00000005n	bn:00027078n	Hypernym
bn:00000006n	bn:00002520n	Hypernym
bn:00000007n	bn:00008804n	Hypernym
bn:00000008n	bn:00050016n	Hypernym
bn:00000009n	bn:00050016n	Hypernym
bn:00000010n	bn:00050016n	Hypernym
bn:00000011n	bn:00050016n	Hypernym
bn:00000012n	bn:00050016n	Hypernym
bn:00000013n	bn:00050016n	Hypernym
bn:00000014n	bn:00050016n	Hypernym
bn:00000015n	bn:00050016n	Hypernym
bn:00000016n	bn:00050016n	Hypernym
bn:00000017n	bn:00050016n	Hypernym
bn:00000018n	bn:00032095n	Hypernym
bn:00000019n	bn:00065591n	Hypernym
bn:00000020n	bn:00050016n	Hypernym
bn:00000021n	bn:00070601n	Hypernym
bn:00000022n	bn:00050016n	Hypernym
bn:00000023n	bn:00050016n	Hypernym
bn:00000024n	bn:00050016n	Hypernym
bn:00000025n	bn:00050016n	Hypernym
bn:00000026n	bn:00050562n	Hypernym
bn:00000027n	bn:00050016n	Hypernym
bn:00000028n	bn:00025646n	Hypernym
bn:00000029n	bn:00079434n	Instance hypernym
bn:00000030n	bn:00035837n	Instance hypernym
bn:00000031n	bn:00077301n	Hypernym
bn:00000032n	bn:00050016n	Hypernym
bn:00000033n	bn:00070373n	Hypernym
bn:00000034n	bn:00050016n	Hypernym
bn:00000035n	bn:00050016n	Hypernym
bn:00000036n	bn:00025646n	Hypernym
bn:00000037n	bn:00025646n	Hypernym
bn:00000038n	bn:00025646n	Hypernym
bn:00000039n	bn:00025646n	Hypernym
bn:00000040n	bn:00025646n	Hypernym
bn:00000041n	bn:00035837n	Instance hypernym
bn:00000042n	bn:00050016n	Hypernym
bn:00000043n	bn:00002936n	Hypernym
bn:00000044n	bn:00025646n	Hypernym
bn:00000045n	bn:00025646n	Hypernym
bn:00000046n	bn:00025646n	Hypernym
bn:00000047n	bn:00025646n	Hypernym
bn:00000048n	bn:00025646n	Hypernym
bn:00000049n	bn:00025646n	Hypernym
bn:00000050n	bn:00025646n	Hypernym
bn:00000051n	bn:00025646n	Hypernym
bn:00000052n	bn:00050016n	Hypernym
bn:00000053n	bn:00025646n	Hypernym
bn:00000054n	bn:00025646n	Hypernym
bn:00000055n	bn:00025646n	Hypernym
bn:00000056n	bn:00025646n	Hypernym
bn:00000057n	bn:00025646n	Hypernym
bn:00000058n	bn:00025646n	Hypernym
bn:00000059n	bn:00025646n	Hypernym
bn:00000060n	bn:00025646n	Hypernym
bn:00000061n	bn:00025646n	Hypernym
bn:00000062n	bn:00012065n	Instance hypernym
bn:00000063n	bn:00012065n	Instance hypernym
bn:00000064n	bn:00012065n	Instance hypernym
bn:00000065n	bn:00012065n	Instance hypernym
bn:00000066n	bn:00012065n	Instance hypernym
bn:00000067n	bn:00052814n	Hypernym
bn:00000068n	bn:00057571n	Instance hypernym
bn:00000068n	bn:00063277n	Instance hypernym
bn:00000069n	bn:00056935n	Instance hypernym
bn:00000069n	bn:00061979n	Instance hypernym
bn:00000070n	bn:00056935n	Instance hypernym
bn:00000071n	bn:00056935n	Instance hypernym
bn:00000072n	bn:00056935n	Instance hypernym
bn:00000073n	bn:00051037n	Hypernym
bn:00000074n	bn:00036772n	Instance hypernym
bn:00000075n	bn:00027078n	Hypernym
bn:00000076n	bn:00008804n	Hypernym
bn:00000077n	bn:00045419n	Hypernym
bn:00000078n	bn:00000902n	Hypernym
bn:00000079n	bn:00050016n	Hypernym
bn:00000080n	bn:00001194n	Hypernym
bn:00000081n	bn:00050016n	Hypernym
bn:00000082n	bn:00050016n	Hypernym
bn:00000083n	bn:00002936n	Hypernym
bn:00000084n	bn:00050016n	Hypernym
bn:00000085n	bn:00050016n	Hypernym
bn:00000086n	bn:00077301n	Hypernym
bn:00000087n	bn:00006911n	Hypernym
bn:00000088n	bn:00079284n	Hypernym
bn:00000089n	bn:00050016n	Hypernym
bn:00000090n	bn:00050016n	Hypernym
bn:00000091n	bn:00050016n	Hypernym
bn:00000092n	bn:00050016n	Hypernym
bn:00000093n	bn:00050016n	Hypernym
bn:00000094n	bn:00012065n	Instance hypernym
bn:00000095n	bn:00012065n	Instance hypernym
bn:00000096n	bn:00012065n	Instance hypernym
bn:00000097n	bn:00012065n	Instance hypernym
bn:00000098n	bn:00012065n	Instance hypernym
bn:00000099n	bn:00051037n	Hypernym
bn:00000100n	bn:00027078n	Hypernym
bn:00000101n	bn:00034471n	Hypernym
bn:00000102n	bn:00005026n	Hypernym
bn:00000103n	bn:00008804n	Hypernym
bn:00000104n	bn:00050016n	Hypernym
bn:00000105n	bn:00077301n	Hypernym
bn:00000106n	bn:00078738n	Hypernym
bn:00000107n	bn:00078738n	Hypernym
bn:00000108n	bn:00054808n	Hypernym
bn:00000109n	bn:00035837n	Instance hypernym
bn:00000110n	bn:00058224n	Hypernym
bn:00000111n	bn:00027078n	Hypernym
bn:00000112n	bn:00008804n	Hypernym
bn:00000113n	bn:00050016n	Hypernym
bn:00000114n	bn:00061407n	Hypernym
bn:00000115n	bn:00051349n	Hypernym
bn:00000116n	bn:00071888n	Hypernym
bn:00000117n	bn:00007385n	Hypernym
bn:00000118n	bn:00078027n	Hypernym
bn:00000119n	bn:00027078n	Hypernym
bn:00000120n	bn:00008804n	Hypernym
bn:00000121n	bn:00066737n	Hypernym
bn:00000122n	bn:00055694n	Hypernym
bn:00000123n	bn:00050016n	Hypernym
bn:00000124n	bn:00050016n	Hypernym
bn:00000125n	bn:00027078n	Hypernym
bn:00000126n	bn:00050016n	Hypernym
bn:00000127n	bn:00077301n	Hypernym
bn:00000128n	bn:00025336n	Instance hypernym
bn:00000129n	bn:00027078n	Hypernym
bn:00000130n	bn:00050016n	Hypernym
bn:00000131n	bn:00050016n	Hypernym
bn:00000132n	bn:00027454n	Hypernym
bn:00000133n	bn:00027078n	Hypernym
bn:00000134n	bn:00050016n	Hypernym
bn:00000135n	bn:00051349n	Hypernym
bn:00000136n	bn:00079434n	Instance hypernym
bn:00000137n	bn:00071888n	Hypernym
bn:00000138n	bn:00027078n	Hypernym
bn:00000139n	bn:00076631n	Instance hypernym
bn:00000140n	bn:00050016n	Hypernym
bn:00000141n	bn:00054659n	Hypernym
bn:00000142n	bn:00033762n	Hypernym
bn:00000143n	bn:00008788n	Hypernym
bn:00000144n	bn:00065293n	Hypernym
bn:00000145n	bn:00024517n	Hypernym
bn:00000146n	bn:00003057n	Hypernym
bn:00000147n	bn:00011375n	Hypernym
