bn:00000003n	bn:00078742n	Hypernym
bn:00000003n	bn:00078743n	Hypernym
bn:00000005n	bn:00055617n	Hypernym
bn:00000005n	bn:00071757n	Hypernym
bn:00000010n	bn:00055032n	Hypernym
bn:00000014n	bn:00055044n	Hypernym
bn:00000020n	bn:00012554n	Hypernym
bn:00000067n	bn:00022861n	Hypernym
bn:00000075n	bn:00012596n	Hypernym
bn:00000075n	bn:00023567n	Hypernym
bn:00000086n	bn:00025336n	Hypernym
bn:00000086n	bn:00025341n	Hypernym
bn:00000086n	bn:00031996n	Hypernym
bn:00000086n	bn:00055937n	Hypernym
bn:00000086n	bn:00077463n	Hypernym
bn:00000086n	bn:00077549n	Hypernym
bn:00000086n	bn:00081909n	Hypernym
bn:00000127n	bn:00053108n	Hypernym
bn:00000127n	bn:00071461n	Hypernym
bn:00000142n	bn:00025985n	Hypernym
bn:00000142n	bn:00067453n	Hypernym
bn:00000149n	bn:00019640n	Hypernym
bn:00000149n	bn:00027395n	Hypernym
bn:00000149n	bn:00057448n	Hypernym
bn:00000195n	bn:00000255n	Hypernym
bn:00000195n	bn:00056420n	Hypernym
bn:00000205n	bn:00042660n	Hypernym
bn:00000210n	bn:00016545n	Hypernym
bn:00000212n	bn:00004978n	Hypernym
bn:00000212n	bn:00011903n	Hypernym
bn:00000212n	bn:00032384n	Hypernym
bn:00000213n	bn:00000424n	Hypernym
bn:00000213n	bn:00000431n	Hypernym
bn:00000213n	bn:00026714n	Hypernym
bn:00000214n	bn:00027465n	Hypernym
bn:00000214n	bn:00027466n	Hypernym
bn:00000216n	bn:00025647n	Hypernym
bn:00000216n	bn:00026420n	Hypernym
bn:00000217n	bn:00020903n	Hypernym
bn:00000219n	bn:00000220n	Hypernym
bn:00000219n	bn:00006695n	Hypernym
bn:00000219n	bn:00018758n	Hypernym
bn:00000219n	bn:00060580n	Hypernym
bn:00000219n	bn:00060731n	Hypernym
bn:00000219n	bn:00073153n	Hypernym
bn:00000222n	bn:00025907n	Hypernym
bn:00000222n	bn:00067079n	Hypernym
bn:00000223n	bn:00000224n	Hypernym
bn:00000224n	bn:00006237n	Hypernym
bn:00000233n	bn:00013067n	Instance hypernym
bn:00000233n	bn:00043631n	Instance hypernym
bn:00000233n	bn:00056004n	Hypernym
bn:00000237n	bn:00000231n	Hypernym
bn:00000239n	bn:00004929n	Hypernym
bn:00000249n	bn:00078979n	Hypernym
bn:00000266n	bn:00023830n	Hypernym
bn:00000266n	bn:00070306n	Hypernym
bn:00000267n	bn:00056393n	Hypernym
bn:00000267n	bn:00056394n	Hypernym
bn:00000267n	bn:00056395n	Hypernym
bn:00000267n	bn:00056396n	Hypernym
bn:00000288n	bn:00018893n	Hypernym
bn:00000288n	bn:00025937n	Hypernym
bn:00000291n	bn:00018865n	Hypernym
bn:00000291n	bn:00073312n	Hypernym
